calle,comuna,altura_inicial,altura_final
REP. BOLIVARIANA DE VENEZUELA,3,1802,3301
REP. BOLIVARIANA DE VENEZUELA,5,0,4501
REPUBLICA,7,502,601
REPUBLICA ARABE SIRIA,14,0,3401
REPUBLICA DE ESLOVENIA,14,1702,2001
REPUBLICA DE INDONESIA,6,2,101
REPUBLICA DE LA INDIA,14,0,3201
REPUBLICA DE SAN MARINO,12,0,1
REPUBLICA DEL LIBANO,2,0,1
REPUBLICA DOMINICANA,14,3302,3601
RESERVISTAS ARGENTINOS,9,52,231
RESURRECCION,11,3102,3201
RICARDO GUIRALDES,8,3002,3201
RICARDO GUTIERREZ,11,0,4901
RICARDO MONNER SANS,10,4402,4501
RIGLOS,6,102,801
RIGLOS,7,802,1301
RINCON,3,2,1601
RIO COLORADO,10,4402,4501
RIO CUARTO,4,1002,4901
RIO DE JANEIRO,0,2,1101
RIO GRANDE,10,102,201
RIO LIMAY,4,0,2001
RIO NEGRO,8,0,6501
RIO PIEDRAS,13,1702,1801
RIO SALADO,11,3302,3601
RIOBAMBA,2,802,1301
RIOBAMBA,3,2,801
RIVADAVIA,1,0,1501
ROBERTO CUNNINGHAME GRAHAM,9,1102,1201
ROBERTO J. PAYRO,9,1902,2001
ROBERTO SANCHEZ,4,0,1
ROBERTSON,7,502,1301
ROCAMORA,5,4002,4601
ROCHA,4,802,1801
ROCHDALE,4,1102,1201
RODNEY,15,2,401
RODOLFO SCAPINO,8,0,6901
RODOLFO WALSH,1,0,1
RODRIGO DE CEPEDA Y AHUMADA,15,2402,2501
RODRIGO DE IBARROLA,11,3102,3501
RODRIGO DE TRIANA,8,0,3401
RODRIGO ORTIZ DE ZARATE,12,3402,3501
RODRIGUEZ PEÃA,1,2,801
RODRIGUEZ PEÃA,2,802,2101
ROGELIO YRURTIA,12,5602,6101
ROJAS,6,2,1101
ROJAS,15,1102,2301
ROMA,10,502,1101
ROMERO,4,0,1101
ROMULO NAON,0,1802,2501
ROMULO NAON,12,0,4401
RONDEAU,1,1502,1801
RONDEAU,4,1802,3301
RONDEAU,5,3302,4301
ROQUE GONZALEZ,7,1302,1401
ROQUE PEREZ,12,2502,4901
ROSALIA DE CASTRO,10,4602,4801
ROSARIO,6,2,901
ROSARIO DE LA FRONTERA,11,4902,5001
ROSARIO VERA PEÃALOZA,1,0,701
ROSETI,15,2,2201
RUBENS,10,4802,4901
RUFINO,12,3002,3201
RUFINO DE ELIZALDE,14,0,2901
RUFINO J. CUERVO,11,2602,2701
RUIZ DE LOS LLANOS,10,0,1601
RUIZ HUIDOBRO,12,0,3601
RUIZ HUIDOBRO,13,1602,2401
RUMANIA,11,2702,2801
RUPERTO GODOY,7,702,801
RUSIA,11,2702,2801
RUSSEL,14,4902,5101
RUY DIAZ DE GUZMAN,4,0,901
SAAVEDRA,3,2,1301
SALADILLO,8,3302,6001
SALADILLO,9,0,3201
SALALA,7,2,101
SALAS,7,0,901
SALCEDO,4,0,3301
SALCEDO,5,3302,4231
SALOM,4,0,701
SALTA,1,2,2101
SALTA,4,0,2301
SALTO,12,4802,4901
SALVIGNY,4,1102,1501
SALVIGNY,7,1502,2001
SALVIGNY (NO OF) - JOSE HERNANDEZ,7,2002,2301
SALVIGNY (NO OFICIAL),7,0,1
SAN ANTONIO,4,0,1301
SAN ANTONIO DE ARECO,4,0,1501
SAN BENITO DE PALERMO,14,1502,1701
SAN BLAS,10,0,5801
SAN BLAS,11,1602,3801
SAN CARLOS,5,2,71
SAN FRANCISCO,4,1602,1701
SAN FRANCISCO DE ASIS,12,3002,3201
SAN IGNACIO,5,3602,3701
SAN IRENEO,6,102,401
SAN JORGE,7,0,1
SAN JOSE,1,2,2101
SAN JOSE DE CALASANZ,6,2,801
SAN JOSE DE CALASANZ,7,802,1201
SAN JUAN,7,0,1
SAN LORENZO,1,202,401
SAN LUIS,3,2402,3301
SAN LUIS,5,3302,3501
SAN MARTIN,1,0,1401
SAN MARTIN DE TOURS,14,2802,3201
SAN MATEO,14,3702,3801
SAN NICOLAS,10,2,801
SAN NICOLAS,11,0,5351
SAN PEDRITO,7,0,1601
SAN PEDRITO,8,0,4001
SAN PEDRO,9,0,7501
SAN PEDRO DE JUJUY,2,0,1
SAN RICARDO,4,2002,2501
SAN ROQUE GONZALEZ DE SANTA CRUZ,4,0,1
SAN SEBASTIAN,6,402,501
SANABRIA,10,602,2601
SANABRIA,11,0,4901
SANCHEZ,11,1702,2301
SANCHEZ DE BUSTAMANTE,0,2,131
SANCHEZ DE BUSTAMANTE,2,0,2601
SANCHEZ DE BUSTAMANTE,5,132,1101
SANCHEZ DE BUSTAMANTE,14,2602,2701
SANCHEZ DE LORIA,0,2,2001
SANLUCAR DE BARRAMEDA,4,0,1
SANTA CATALINA,4,1302,2101
SANTA CATALINA,8,2102,2201
SANTA CRUZ,4,2,301
SANTA ELENA,4,0,1201
SANTA MAGDALENA,4,0,1001
SANTA MARIA DEL BUEN AIRE,4,0,1201
SANTA RITA,4,0,1
SANTA ROSA,14,4902,5201
SANTA TERESA,1,1402,1501
SANTANDER,7,0,3401
SANTANDER,8,4002,6251
SANTANDER,9,0,4001
SANTIAGO CALZADILLA,13,1302,1501
SANTIAGO COSTAMAGNA,8,5702,5901
SANTIAGO DE CHILE,9,6402,6501
SANTIAGO DE COMPOSTELA AV.,0,4052,4201
SANTIAGO DE COMPOSTELA AV.,8,0,1
SANTIAGO DE COMPOSTELA AV.,9,0,4051
SANTIAGO DE LAS CARRERAS,10,0,401
SANTIAGO DEL ESTERO,1,2,2201
SANTO DOMINGO,4,2202,4501
SANTO TOME,10,0,6801
SANTO TOME,11,2302,3901
SANTOS DUMONT,13,3202,3401
SANTOS DUMONT,14,2302,2801
SANTOS DUMONT,15,0,4901
SANTOS IRIGOYEN,4,902,1001
SANTOS VEGA,12,0,5901
SARA BEATRIZ FERNANDEZ,1,2,1801
SARACHAGA,10,4202,5701
SARANDI,3,2,1601
SARAVIA,9,2202,2501
SARAZA,7,402,2601
SARAZA,8,0,6401
SARMIENTO,1,0,1801
SARMIENTO,3,1802,3401
SARMIENTO,5,0,4701
SAUCO,1,2502,2601
SAYOS,8,4902,6101
SEGUNDO IÃIGO CARRERAS,9,7152,7301
SENDERO 14 DE MAYO,8,0,1
SENDERO 6 DE AGOSTO,8,0,1
SENDERO AZOPARDO,1,0,1
SENDERO BO. ROD. BUENO A,1,1702,1751
SENDERO BO. ROD. BUENO B,1,902,1001
SENDERO BO. ROD. BUENO D,1,1752,1801
SENDERO BO. ROD. BUENO E,1,1702,1801
SENDERO CARLOS BERG,8,0,1
SENDERO CONGRESO,12,0,1
SENDERO DE LA FUERZA,8,0,1
SENDERO DE LA PAZ,8,0,1
SENDERO DELLEPIANE,7,0,1
SENDERO ESTOMBA,12,0,1
SENDERO GOLETA SANTA CRUZ,8,0,1
SENDERO LACARRA,8,0,1
SENDERO MUJERES VICTORIOSAS,8,0,1
SENDERO PARQUE CHACABUCO,7,0,1
SENDERO PEATONAL,8,0,1
SENDERO PEATONAL,12,0,1
SENDERO PEATONAL AIZPURUA,12,0,1
SENDERO PEATONAL HELGUERA,12,0,1
SENDERO PEATONAL JARAMILLO,12,0,1
SENDERO PEATONAL MANZANARES,12,0,1
SENDERO PEDRO CALDERON DE LA BARCA,10,0,1
SENDERO PUENTE ALT. ALBARIÃO-MIRALLA,8,0,1
SENDERO PUENTE ALT. COCHABAMBA,1,0,1
SENDERO PUENTE ALT. FREIRE,12,0,1
SENDERO PUENTE ALT. JOSE RUCCI,8,0,1
SENDERO PUENTE ALT. MONTE,9,0,1
SENDERO PUENTE ALT. ZINNY,9,0,1
SENDERO PUENTE AV. SAN MARTIN,0,0,1
SENDERO PUENTE AV. SAN MARTIN,15,0,1
SENDERO PUENTE DORREGO,14,0,1
SENDERO PUENTE LACARRA-CASTAÃARES,7,0,1
SENDERO PUENTE PIEDRA BUENA,8,0,1
SENDERO PUNTA ARENAS,15,0,1
SENDERO RIVERA INDARTE,8,0,1
SENILLOSA,6,2,901
SENILLOSA,7,902,2101
SERRANO,14,0,1601
SERRANO,15,2,1201
SERVET,4,1202,1401
SEVERO GARCIA GRANDE DE ZEQUEIRA,9,5302,7701
SEVILLA,14,2902,3001
SGTO. CABRAL,1,802,901
SGTO. EDUARDO ROMERO,13,2502,2601
SHAKESPEARE,12,4902,5001
SHANGHAI,8,2102,2201
SHANGHAI,9,2002,2101
SIERRA GRANDE,11,2602,2701
SILVIO L. RUGGERI,14,2702,3101
SIMBRON,10,5302,6201
SIMBRON,11,0,5301
SIMON GUERRERO,8,3102,3441
SIMONE DE BEAUVOIR,1,1702,1801
SIN FRONTERAS,7,0,1
SIN NOMBRE OFICIAL (ALT RIESTRA 2480),7,0,1
SIN NOMBRE OFICIAL (ALT. AV ESCALADA 2750),8,0,1
SIN NOMBRE OFICIAL (ALT. AV ESCALADA 2850),8,4502,4901
SIN NOMBRE OFICIAL (ALT. AV EST. BONORINO 2100),7,2002,2301
SIN NOMBRE OFICIAL (ALT. AV RAFAEL OBLIGADO 1170),2,0,1
SIN NOMBRE OFICIAL (ALT. CASTAÃARES 3450),7,2002,2301
SIN NOMBRE OFICIAL (ALT. CASTAÃARES 4595),8,2702,2901
SIN NOMBRE OFICIAL (ALT. CASTAÃARES 4653),8,0,2901
SIN NOMBRE OFICIAL (ALT. CASTAÃARES 4719),8,2852,2901
SIN NOMBRE OFICIAL (ALT. CASTAÃARES 4951),8,0,4801
SIN NOMBRE OFICIAL (ALT. CHARRUA 2300),7,2302,2501
SIN NOMBRE OFICIAL (ALT. CNEL.ROCA 4677),8,0,1
SIN NOMBRE OFICIAL (ALT. CNEL.ROCA 5000),8,0,1
SIN NOMBRE OFICIAL (ALT. DELLEPIANE 4886),8,4802,4901
SIN NOMBRE OFICIAL (ALT. DELLEPIANE 4888),8,4802,4901
SIN NOMBRE OFICIAL (ALT. DELLEPIANE 4990),8,2752,5001
"SIN NOMBRE OFICIAL (ALT. DELLEPIANE, LUIS, TTE. GRAL 4200)",8,2302,2371
"SIN NOMBRE OFICIAL (ALT. DELLEPIANE, LUIS, TTE. GRAL 4210)",8,2302,2381
SIN NOMBRE OFICIAL (ALT. EDISON 2700),2,0,1
SIN NOMBRE OFICIAL (ALT. ESCALADA 2789 S),8,0,4701
SIN NOMBRE OFICIAL (ALT. ESCALADA AL 4500),8,0,1
SIN NOMBRE OFICIAL (ALT. ESCALADA AL 4600),8,0,1
SIN NOMBRE OFICIAL (ALT. ESCALADA AL 4700),8,0,1
SIN NOMBRE OFICIAL (ALT. GURRUCHAGA 1900),14,1952,1981
SIN NOMBRE OFICIAL (ALT. LARRAZABAL 4700),8,0,1
SIN NOMBRE OFICIAL (ALT. LARRAZABAL 4800,8,0,1
SIN NOMBRE OFICIAL (ALT. LARRAZABAL 5200),8,0,1
SIN NOMBRE OFICIAL (ALT. LARRAZABAL 5230),8,0,1
SIN NOMBRE OFICIAL (ALT. LARRAZABAL 5260),8,0,5301
SIN NOMBRE OFICIAL (ALT. LARRAZABAL 5270),8,0,1
SIN NOMBRE OFICIAL (ALT. MIN. BRIN 400),4,102,201
SIN NOMBRE OFICIAL (ALT. MIN. BRIN 450),4,182,201
SIN NOMBRE OFICIAL (ALT. MOZART 2300),8,4202,4321
SIN NOMBRE OFICIAL (ALT. MOZART 2370),8,4202,4401
SIN NOMBRE OFICIAL (ALT. MOZART 2400),8,4202,4271
SIN NOMBRE OFICIAL (ALT. MOZART 2470),8,4202,4301
SIN NOMBRE OFICIAL (ALT. MOZART 2700),8,2802,2901
SIN NOMBRE OFICIAL (ALT. NECOCHEA 100),4,202,301
SIN NOMBRE OFICIAL (ALT. NECOCHEA 200),4,2,101
SIN NOMBRE OFICIAL (ALT. PI Y MARGALL 900),4,902,1001
"SIN NOMBRE OFICIAL (ALT. RIVADAVIA, AV. 4500)",5,0,1
SIN NOMBRE OFICIAL (ALT. SALGUERO 3510),2,0,1
SIN NOMBRE OFICIAL (ALT. SANTANDER 6200),8,3702,3801
SIN NOMBRE OFICIAL (ALT. SARAZA 4200),8,2382,2471
SIN NOMBRE OFICIAL (ALT. SARAZA 4300),8,2372,2501
SIN NOMBRE OFICIAL (ALT. SARAZA 4400),8,2402,2501
SIN NOMBRE OFICIAL (ALT. SARAZA 6400),8,3802,3901
SIN NOMBRE OFICIAL (ALT. SARAZA AL 4200),8,2302,2381
SIN NOMBRE OFICIAL (ALT. TORRES Y TENORIO 2500),7,2102,2201
SIN NOMBRE OFICIAL (ALT. TORRES Y TENORIO 2600),7,0,1
SIN NOMBRE OFICIAL (ALT. ZAVALETA 1331),4,0,1
SIN NOMBRE OFICIAL (AV. CNEL. ROCA 5300),8,0,5101
SIN NOMBRE OFICIAL (AV. CNEL. ROCA 5437),8,0,5051
SIN NOMBRE OFICIAL (AV. COREA AL 1800),7,0,2051
SIN NOMBRE OFICIAL (CONT. VERACRUZ),8,3402,3701
SIN NOMBRE OFICIAL (SALE G.URIBURU 5865),8,4702,5001
SINCLAIR,14,2902,3301
SNO (MARIANO ACOSTA 2500),8,0,1
SOCRATES,12,3002,3101
SOFIA,15,1502,1601
SOLDADO DE LA INDEPENDENCIA,13,0,1531
SOLDADO DE LA INDEPENDENCIA,14,0,1401
SOLER,2,0,3601
SOLER,14,0,6101
SOLIS,1,102,2201
SOMELLERA,4,0,1401
SOMELLERA,7,0,2001
SOMELLERA,8,0,6501
SOR JUANA INES DE LA CRUZ,6,1302,1701
SORIA,14,4902,5201
STEPHENSON,15,2702,2901
SUAREZ,4,0,3701
SUBIDA AV. DE LOS OMBUES,14,202,211
SUD AMERICA,4,1502,1601
SUECIA,10,502,601
SUIPACHA,1,0,1501
SUIZA,11,2002,2101
SUMACA ITATI,8,0,6101
SUMACA SANTISIMA TRINIDAD,8,4956,5401
SUNCHALES,15,402,901
SUPERI,12,0,4901
SUPERI,13,0,2501
TABARE,4,0,2101
TABARE,8,2102,7001
TABEBUIA ROSEA,1,2202,2251
TACUARA,10,1302,1601
TACUARI,1,0,1701
TACUARI,4,1702,2101
TAFI,9,102,201
TAGLE,0,0,2951
TAJY,4,0,1
TALAMPAYA,1,2132,2901
TALAVERA,12,5802,6001
TALCAHUANO,1,2,1301
TANDIL,7,0,3201
TANDIL,9,0,7501
TAPALQUE,9,4302,7501
TARIJA,5,3302,4401
TASSO,15,2602,2801
TEGUCIGALPA,13,1402,1501
TEJEDOR,7,2,1101
TEMPERLEY,13,1102,1201
TENIENTE BENJAMIN MATIENZO,13,2802,3201
TENIENTE BENJAMIN MATIENZO,14,1502,2701
TEODORO GARCIA,13,2402,3501
TEODORO GARCIA,14,1602,2401
TEODORO GARCIA,15,0,4101
TEODORO VILARDEBO,11,1802,3101
TERESA RODRIGUEZ,8,4302,4401
TERRADA,7,2,1101
TERRADA,11,1102,3401
TERRADA,12,0,5901
TERRADA,15,3502,4101
TERRERO,7,0,1101
TERRERO,11,0,3301
TERRERO,15,2302,3001
THAMES,14,1202,2501
THAMES,15,2,1201
THOMPSON,6,402,801
THOMPSON,7,802,901
THORNE,6,302,501
THORNE,7,502,1501
TIERRA DEL FUEGO,4,2502,2601
TILCARA,4,2102,3501
TIMBO,7,1802,1901
TIMBUES,5,2002,2101
TIMOTEO GORDILLO,8,0,5701
TIMOTEO GORDILLO,9,0,2801
TINOGASTA,10,5302,6301
TINOGASTA,11,2702,5301
TINOGASTA,15,2402,2701
TITA MERELLO,4,0,1
TOAY,11,3302,3501
TOBAS,11,3402,3601
TOKIO,11,2002,2101
TOLEDO,9,1502,1601
TOLL,4,2702,2901
TOMAS A. LE BRETON,12,4002,5901
TOMAS ALVAREZ DE ACEVEDO,9,1802,1901
TOMAS LIBERTI,4,302,1301
TOMAS VALENCIA,9,502,601
TONELERO,9,0,7701
TORRENT,15,1102,1501
TOTORA,1,2602,2801
TOTORAL,5,902,1001
TRAFUL,4,0,3901
TREINTA Y TRES ORIENTALES,5,2,2301
TRENQUE LAUQUEN,9,7402,7601
TRES ARROYOS,6,952,1701
TRES ARROYOS,10,3702,4001
TRES ARROYOS,11,1702,3701
TRES ARROYOS,15,0,951
TRES LOMAS,15,502,701
TRES SARGENTOS,1,302,501
TREVERIS,15,2302,2701
TRIESTE,10,4402,4551
TRINIDAD,1,2202,2401
TRINIDAD GUEVARA,1,2,401
TRIPOLI,12,4102,4201
TRIPOLI,15,4002,4101
TROLE,4,0,701
TRONADOR,12,0,4901
TRONADOR,15,0,1801
TTE. 1Âº ROBERTO ESTÃVEZ,8,0,1
TTE. GENERAL EUSTOQUIO FRIAS,15,2,601
TTE. MANUEL SILVESTRE PRUDAN,3,1202,1401
TTE.CANDIDO DE LA SALA,9,7002,7051
TTE.CNEL.CASIMIRO RECUERO,7,0,3401
TTE.CNEL.CASIMIRO RECUERO,9,3402,3801
TTE.CNEL.GREGORIO POMAR,4,0,4401
TTE.GENERAL JUAN DOMINGO PERON,1,0,1801
TTE.GENERAL JUAN DOMINGO PERON,3,1802,3361
TTE.GENERAL JUAN DOMINGO PERON,5,3362,4501
TTE.GRAL. NICOLAS LEVALLE,7,1602,1801
TTE.GRAL.DONATO ALVAREZ,0,2,1701
TTE.GRAL.DONATO ALVAREZ,11,1702,1801
TTE.GRAL.EDUARDO RACEDO,8,5702,6001
TTE.GRAL.LUIS DELLEPIANE,7,0,3701
TTE.GRAL.LUIS DELLEPIANE,8,0,6901
TTE.GRAL.LUIS DELLEPIANE,9,0,4001
TTE.GRAL.PABLO RICCHERI,13,0,3401
TTE.MANUEL FELIX ORIGONE,9,702,1101
TUCUMAN,1,0,1801
TUCUMAN,3,1802,3301
TUCUMAN,5,3302,3901
TUNEZ,13,2502,2601
TUPAC AMARU,10,952,1301
TURIN,15,2902,3401
TURQUIA,4,302,501
TUYU,9,2,101
TUYUTI,9,0,7301
TÃNEL ALTOLAGUIRRE,12,0,1
TÃNEL AV. BALBIN - GOYENECHE GATICA,12,0,1
TÃNEL AV. CABILDO - VIADUCTO CARRANZA,14,0,1
TÃNEL AV. CHORROARIN,15,0,1
TÃNEL AV. DE LOS CONSTITUYENTES,15,0,1
TÃNEL AV. DEL LIBERTADOR,0,0,1
TÃNEL AV. DORREGO,15,0,1
TÃNEL AV. GRAL MOSCONI,11,0,1
TÃNEL AV. MONROE - FRANCISCO SEEBER,0,0,1
TÃNEL AV. SAN MARTIN,11,0,1
TÃNEL AV. SANTA FE - VIADUCTO CARRANZA,14,0,1
TÃNEL AV. SARMIENTO,14,4402,4671
TÃNEL AV.CONGRESO - LUIS ALBERTO SPINETTA,12,0,1
TÃNEL AV.DE LOS CONSTITUYENTES,12,0,1
TÃNEL AV.FRANCISCO BEIRO - GUSTAVO CERATI,15,0,1
TÃNEL BESARES,13,0,1
TÃNEL CONGRESO,13,0,1
TÃNEL CRISOLOGO LARRALDE,13,0,1
TÃNEL DONADO,12,0,1
TÃNEL FEDERICO LACROZE,13,0,1
TÃNEL HOLMBERG,12,0,1
TÃNEL MANUELA PEDRAZA,13,0,1
"TÃNEL NAZCA - GILDA, GUINZBURG, MORES, CALABRÃ",11,0,1
TÃNEL PEATONAL DE LOS CONSTITUYENTES,12,0,1
TÃNEL PUNTA ARENAS,15,0,1
TÃNEL YATAY,5,102,121
TÃNEL ZAMUDIO,12,0,1
UCACHA,7,1502,1601
UGARTECHE,14,0,3401
UKRANIA,11,2902,3201
ULLA ULLA,1,2420,2901
ULRICO SCHMIDL,9,0,7701
ULRICO SCHMIDL,10,5102,5601
UNANUE,8,4792,7001
URDANETA,9,2,171
URDININEA,15,0,1801
URIARTE,14,0,2501
URIARTE,15,802,1201
URIBURU,3,802,901
URIEN,9,7202,7301
URUGUAY,0,802,1401
URUGUAY,1,2,401
URUNDAY,10,1302,1401
USPALLATA,4,0,4201
VALDENEGRO,12,0,5001
VALDERRAMA,12,4002,4201
VALENCIA,7,2002,2101
VALENTIN GOMEZ,3,2602,3401
VALENTIN GOMEZ,5,3402,3901
VALENTIN VIRASORO,6,702,1101
VALENTIN VIRASORO,15,1102,2001
VALLE,6,2,1501
VALLEJOS,11,0,4801
VALLEJOS,12,2102,3301
VALPARAISO,8,0,3701
VARELA,7,2,501
VARELA,8,3502,3801
VARSOVIA,15,2902,3001
VEDIA,12,0,4901
VEDIA,13,1602,2401
VELAZQUEZ,7,0,3501
VENECIA,15,3102,3201
VENIALVO,5,3502,3601
VENTANA,4,0,3901
VENTURA BOSCH,9,6302,7301
VENTURA DE LA VEGA,4,3680,4001
VERA,15,0,1601
VERACRUZ,8,0,3701
VESPUCIO,4,2,601
VIAMONTE,1,0,1801
VIAMONTE,3,1802,3001
VICENTE A.DE ECHEVARRIA,10,5302,5601
VICENTE DE SIMONE,8,5402,5501
VICENTE FIDEL LOPEZ,10,1802,2101
VICENTE LOPEZ,2,1602,2311
VICENTE PEREZ ROSALES,12,4102,4201
VICENTE PEREZ ROSALES,15,4002,4101
VICTOR HUGO,10,0,3001
VICTOR MARTINEZ,6,2,501
VICTOR MARTINEZ,7,0,2001
VICTOR PISSARRO,13,4202,4401
VICTORIA OCAMPO,1,2,401
VICTORIANO E. MONTES,12,4302,4401
VICUÃA,1,0,2201
VIDAL,12,0,4901
VIDAL,13,0,3601
VIDELA CASTILLO,6,802,901
VIDT,14,0,2201
VIEJO PUENTE PUEYRREDON,4,0,1
VIEJOBUENO,9,5102,5401
VIEL,6,202,901
VIEL,7,902,2101
VIENA,10,6402,6701
VIEYRA,1,1902,2001
VIEYTES,4,0,2001
VIGO,10,1102,1201
VILELA,12,0,4801
VILELA,13,1602,2401
VILLA DE MASNOU,8,0,3451
VILLA JUNCAL,11,2402,2501
VILLANUEVA,14,902,1401
VILLARINO,4,0,2701
VILLARROEL,15,0,1501
VINCHINA,9,1502,1601
VIOLETA PARRA,1,0,1801
VIRASORO,14,2302,2401
VIRGILIO,10,0,3201
VIRGINIA WOOLF,4,0,1
VIRREY ARREDONDO,13,0,3601
VIRREY AVILES,13,0,3601
VIRREY AVILES,15,3602,3901
VIRREY CEVALLOS,1,0,2101
VIRREY CISNEROS,11,1602,1701
VIRREY DEL PINO,13,0,3601
VIRREY DEL PINO,15,3602,4401
VIRREY LINIERS,5,2,2401
VIRREY LORETO,13,0,3601
VIRREY LORETO,15,3602,3901
VIRREY MELO,10,902,1001
VIRREY OLAGUER Y FELIU,13,2402,3501
VIRREYES,15,3002,3101
VITO DUMAS,9,302,501
VOLTA,14,1802,1901
VOLTAIRE,14,5802,6001
VUELTA DE OBLIGADO,13,0,4901
VUELTA DE OBLIGADO,14,1102,1301
WAGNER,10,1002,1301
WASHINGTON,12,2502,4401
WASHINGTON,13,1802,2481
WENCESLAO VILLAFAÃE,4,0,1701
WHITE,9,0,2401
WHITE,10,2,601
WILLIAM C. MORRIS,4,3202,3301
YACARE,1,452,701
YAGUARETE,1,0,1127
YAPEYU,5,2,1001
YATAY,5,2,1201
YERBAL,6,2,1701
YERBAL,7,1702,3201
YERBAL,9,6002,6401
YERBAL,10,3202,6001
YERUA,15,0,5201
YMA SUMAC,1,802,1201
YRUPE,9,6702,7001
YUGOSLAVIA,11,3002,3101
ZABALA,0,1502,2401
ZABALA,13,2402,3501
ZABALA,15,3502,4101
ZADO,12,3202,3801
ZAMUDIO,11,3002,3101
ZAMUDIO,12,0,6001
ZAMUDIO,15,0,4101
ZAPALA,7,1502,1601
ZAPATA,13,402,701
ZAPATA,14,2,401
ZAPIOLA,0,2602,3601
ZAPIOLA,12,0,4921
ZAPIOLA,13,0,2501
ZARATE,11,3602,3701
ZARRAGA,13,3302,3521
ZARRAGA,15,3522,4001
ZAVALETA,4,0,1601
ZAVALIA,13,0,2201
ZAÃARTU,7,402,1851
ZELADA,9,0,7701
ZELADA,10,4402,5601
ZELARRAYAN,7,502,1901
ZELARRAYAN,8,4502,6801
ZELAYA,3,3002,3201
ZENTENO,14,3102,3201
ZEPITA,4,2902,3401
ZINNY,9,0,2091
ZURICH,11,3002,3201
ZUVIRIA,7,0,3481
ZUVIRIA,8,4502,7001
ZUVIRIA,9,3902,4501
ÃANDUBAY,1,2702,2851
ÃANDUTI,10,1302,1601
